date,session_key,driver_number,meeting_key,position
2025-10-18T20:46:53.633000+00:00,9884,4,1271,1
2025-10-18T20:46:53.633000+00:00,9884,27,1271,2
2025-10-18T20:46:53.633000+00:00,9884,81,1271,3
2025-10-18T20:46:53.633000+00:00,9884,14,1271,4
2025-10-18T20:46:53.633000+00:00,9884,1,1271,5
2025-10-18T20:46:53.633000+00:00,9884,23,1271,6
2025-10-18T20:46:53.633000+00:00,9884,63,1271,7
2025-10-18T20:46:53.633000+00:00,9884,44,1271,8
2025-10-18T20:46:53.633000+00:00,9884,6,1271,9
2025-10-18T20:46:53.633000+00:00,9884,87,1271,10
2025-10-18T20:46:53.633000+00:00,9884,31,1271,11
2025-10-18T20:46:53.633000+00:00,9884,5,1271,12
2025-10-18T20:46:53.633000+00:00,9884,22,1271,13
2025-10-18T20:46:53.633000+00:00,9884,18,1271,14
2025-10-18T20:46:53.633000+00:00,9884,30,1271,15
2025-10-18T20:46:53.633000+00:00,9884,43,1271,16
2025-10-18T20:46:53.633000+00:00,9884,10,1271,17
2025-10-18T20:46:53.633000+00:00,9884,12,1271,18
2025-10-18T20:46:53.633000+00:00,9884,55,1271,19
2025-10-18T20:46:53.633000+00:00,9884,16,1271,20
2025-10-18T21:00:04.768000+00:00,9884,4,1271,2
2025-10-18T21:00:04.768000+00:00,9884,27,1271,3
2025-10-18T21:00:04.768000+00:00,9884,81,1271,4
2025-10-18T21:00:04.768000+00:00,9884,14,1271,5
2025-10-18T21:00:04.768000+00:00,9884,1,1271,6
2025-10-18T21:00:04.768000+00:00,9884,23,1271,7
2025-10-18T21:00:04.768000+00:00,9884,63,1271,8
2025-10-18T21:00:04.768000+00:00,9884,44,1271,9
2025-10-18T21:00:04.768000+00:00,9884,6,1271,10
2025-10-18T21:00:04.768000+00:00,9884,87,1271,11
2025-10-18T21:00:04.768000+00:00,9884,31,1271,1
2025-10-18T21:00:11.769000+00:00,9884,4,1271,3
2025-10-18T21:00:11.769000+00:00,9884,27,1271,4
2025-10-18T21:00:11.769000+00:00,9884,81,1271,5
2025-10-18T21:00:11.769000+00:00,9884,14,1271,6
2025-10-18T21:00:11.769000+00:00,9884,1,1271,7
2025-10-18T21:00:11.769000+00:00,9884,23,1271,8
2025-10-18T21:00:11.769000+00:00,9884,63,1271,9
2025-10-18T21:00:11.769000+00:00,9884,44,1271,10
2025-10-18T21:00:11.769000+00:00,9884,6,1271,11
2025-10-18T21:00:11.769000+00:00,9884,87,1271,12
2025-10-18T21:00:11.769000+00:00,9884,5,1271,13
2025-10-18T21:00:11.769000+00:00,9884,22,1271,14
2025-10-18T21:00:11.769000+00:00,9884,18,1271,15
2025-10-18T21:00:11.769000+00:00,9884,30,1271,16
2025-10-18T21:00:11.769000+00:00,9884,43,1271,17
2025-10-18T21:00:11.769000+00:00,9884,10,1271,2
2025-10-18T21:00:21.718000+00:00,9884,4,1271,4
2025-10-18T21:00:21.718000+00:00,9884,27,1271,5
2025-10-18T21:00:21.718000+00:00,9884,81,1271,6
2025-10-18T21:00:21.718000+00:00,9884,14,1271,7
2025-10-18T21:00:21.718000+00:00,9884,1,1271,8
2025-10-18T21:00:21.718000+00:00,9884,23,1271,9
2025-10-18T21:00:21.718000+00:00,9884,63,1271,10
2025-10-18T21:00:21.718000+00:00,9884,44,1271,11
2025-10-18T21:00:21.718000+00:00,9884,6,1271,12
2025-10-18T21:00:21.718000+00:00,9884,87,1271,13
2025-10-18T21:00:21.718000+00:00,9884,5,1271,14
2025-10-18T21:00:21.718000+00:00,9884,22,1271,15
2025-10-18T21:00:21.718000+00:00,9884,18,1271,16
2025-10-18T21:00:21.718000+00:00,9884,30,1271,17
2025-10-18T21:00:21.718000+00:00,9884,43,1271,2
2025-10-18T21:00:21.718000+00:00,9884,10,1271,3
2025-10-18T21:00:32.011000+00:00,9884,4,1271,5
2025-10-18T21:00:32.011000+00:00,9884,27,1271,6
2025-10-18T21:00:32.011000+00:00,9884,81,1271,7
2025-10-18T21:00:32.011000+00:00,9884,14,1271,8
2025-10-18T21:00:32.011000+00:00,9884,1,1271,9
2025-10-18T21:00:32.011000+00:00,9884,23,1271,10
2025-10-18T21:00:32.011000+00:00,9884,63,1271,11
2025-10-18T21:00:32.011000+00:00,9884,44,1271,12
2025-10-18T21:00:32.011000+00:00,9884,6,1271,1
2025-10-18T21:00:32.011000+00:00,9884,31,1271,2
2025-10-18T21:00:32.011000+00:00,9884,43,1271,3
2025-10-18T21:00:32.011000+00:00,9884,10,1271,4
2025-10-18T21:00:41.323000+00:00,9884,4,1271,6
2025-10-18T21:00:41.323000+00:00,9884,27,1271,7
2025-10-18T21:00:41.323000+00:00,9884,81,1271,8
2025-10-18T21:00:41.323000+00:00,9884,14,1271,9
2025-10-18T21:00:41.323000+00:00,9884,1,1271,10
2025-10-18T21:00:41.323000+00:00,9884,23,1271,11
2025-10-18T21:00:41.323000+00:00,9884,63,1271,12
2025-10-18T21:00:41.323000+00:00,9884,44,1271,13
2025-10-18T21:00:41.323000+00:00,9884,87,1271,14
2025-10-18T21:00:41.323000+00:00,9884,5,1271,15
2025-10-18T21:00:41.323000+00:00,9884,22,1271,16
2025-10-18T21:00:41.323000+00:00,9884,18,1271,17
2025-10-18T21:00:41.323000+00:00,9884,30,1271,3
2025-10-18T21:00:41.323000+00:00,9884,43,1271,4
2025-10-18T21:00:41.323000+00:00,9884,10,1271,5
2025-10-18T21:00:54.239000+00:00,9884,4,1271,7
2025-10-18T21:00:54.239000+00:00,9884,27,1271,1
2025-10-18T21:00:54.239000+00:00,9884,6,1271,2
2025-10-18T21:00:54.239000+00:00,9884,31,1271,3
2025-10-18T21:00:54.239000+00:00,9884,30,1271,4
2025-10-18T21:00:54.239000+00:00,9884,43,1271,5
2025-10-18T21:00:54.239000+00:00,9884,10,1271,6
2025-10-18T21:00:56.418000+00:00,9884,4,1271,8
2025-10-18T21:00:56.418000+00:00,9884,81,1271,9
2025-10-18T21:00:56.418000+00:00,9884,14,1271,10
2025-10-18T21:00:56.418000+00:00,9884,1,1271,11
2025-10-18T21:00:56.418000+00:00,9884,23,1271,12
2025-10-18T21:00:56.418000+00:00,9884,63,1271,2
2025-10-18T21:00:56.418000+00:00,9884,6,1271,3
2025-10-18T21:00:56.418000+00:00,9884,31,1271,4
2025-10-18T21:00:56.418000+00:00,9884,30,1271,5
2025-10-18T21:00:56.418000+00:00,9884,43,1271,6
2025-10-18T21:00:56.418000+00:00,9884,10,1271,7
2025-10-18T21:01:06.623000+00:00,9884,4,1271,9
2025-10-18T21:01:06.623000+00:00,9884,81,1271,10
2025-10-18T21:01:06.623000+00:00,9884,14,1271,11
2025-10-18T21:01:06.623000+00:00,9884,1,1271,12
2025-10-18T21:01:06.623000+00:00,9884,23,1271,13
2025-10-18T21:01:06.623000+00:00,9884,44,1271,14
2025-10-18T21:01:06.623000+00:00,9884,87,1271,4
2025-10-18T21:01:06.623000+00:00,9884,31,1271,5
2025-10-18T21:01:06.623000+00:00,9884,30,1271,6
2025-10-18T21:01:06.623000+00:00,9884,43,1271,7
2025-10-18T21:01:06.623000+00:00,9884,10,1271,8
2025-10-18T21:01:12.170000+00:00,9884,4,1271,10
2025-10-18T21:01:12.170000+00:00,9884,81,1271,11
2025-10-18T21:01:12.170000+00:00,9884,14,1271,12
2025-10-18T21:01:12.170000+00:00,9884,1,1271,13
2025-10-18T21:01:12.170000+00:00,9884,23,1271,14
2025-10-18T21:01:12.170000+00:00,9884,44,1271,15
2025-10-18T21:01:12.170000+00:00,9884,5,1271,6
2025-10-18T21:01:12.170000+00:00,9884,30,1271,7
2025-10-18T21:01:12.170000+00:00,9884,43,1271,8
2025-10-18T21:01:12.170000+00:00,9884,10,1271,9
2025-10-18T21:01:16.006000+00:00,9884,4,1271,11
2025-10-18T21:01:16.006000+00:00,9884,81,1271,12
2025-10-18T21:01:16.006000+00:00,9884,14,1271,13
2025-10-18T21:01:16.006000+00:00,9884,1,1271,14
2025-10-18T21:01:16.006000+00:00,9884,23,1271,15
2025-10-18T21:01:16.006000+00:00,9884,44,1271,16
2025-10-18T21:01:16.006000+00:00,9884,22,1271,7
2025-10-18T21:01:16.006000+00:00,9884,30,1271,8
2025-10-18T21:01:16.006000+00:00,9884,43,1271,9
2025-10-18T21:01:16.006000+00:00,9884,10,1271,10
2025-10-18T21:01:17.035000+00:00,9884,4,1271,12
2025-10-18T21:01:17.035000+00:00,9884,81,1271,13
2025-10-18T21:01:17.035000+00:00,9884,14,1271,2
2025-10-18T21:01:17.035000+00:00,9884,63,1271,3
2025-10-18T21:01:17.035000+00:00,9884,6,1271,4
2025-10-18T21:01:17.035000+00:00,9884,87,1271,5
2025-10-18T21:01:17.035000+00:00,9884,31,1271,6
2025-10-18T21:01:17.035000+00:00,9884,5,1271,7
2025-10-18T21:01:17.035000+00:00,9884,22,1271,8
2025-10-18T21:01:17.035000+00:00,9884,30,1271,9
2025-10-18T21:01:17.035000+00:00,9884,43,1271,10
2025-10-18T21:01:17.035000+00:00,9884,10,1271,11
2025-10-18T21:01:20.765000+00:00,9884,4,1271,13
2025-10-18T21:01:20.765000+00:00,9884,81,1271,14
2025-10-18T21:01:20.765000+00:00,9884,1,1271,15
2025-10-18T21:01:20.765000+00:00,9884,23,1271,16
2025-10-18T21:01:20.765000+00:00,9884,44,1271,17
2025-10-18T21:01:20.765000+00:00,9884,18,1271,9
2025-10-18T21:01:20.765000+00:00,9884,30,1271,10
2025-10-18T21:01:20.765000+00:00,9884,43,1271,11
2025-10-18T21:01:20.765000+00:00,9884,10,1271,12
2025-10-18T21:01:21.704000+00:00,9884,4,1271,14
2025-10-18T21:01:21.704000+00:00,9884,81,1271,15
2025-10-18T21:01:21.704000+00:00,9884,1,1271,16
2025-10-18T21:01:21.704000+00:00,9884,23,1271,3
2025-10-18T21:01:21.704000+00:00,9884,63,1271,4
2025-10-18T21:01:21.704000+00:00,9884,6,1271,5
2025-10-18T21:01:21.704000+00:00,9884,87,1271,6
2025-10-18T21:01:21.704000+00:00,9884,31,1271,7
2025-10-18T21:01:21.704000+00:00,9884,5,1271,8
2025-10-18T21:01:21.704000+00:00,9884,22,1271,9
2025-10-18T21:01:21.704000+00:00,9884,18,1271,10
2025-10-18T21:01:21.704000+00:00,9884,30,1271,11
2025-10-18T21:01:21.704000+00:00,9884,43,1271,12
2025-10-18T21:01:21.704000+00:00,9884,10,1271,13
2025-10-18T21:01:22.611000+00:00,9884,4,1271,15
2025-10-18T21:01:22.611000+00:00,9884,81,1271,16
2025-10-18T21:01:22.611000+00:00,9884,1,1271,17
2025-10-18T21:01:22.611000+00:00,9884,44,1271,18
2025-10-18T21:01:22.611000+00:00,9884,12,1271,19
2025-10-18T21:01:22.611000+00:00,9884,55,1271,14
2025-10-18T21:01:29.871000+00:00,9884,4,1271,16
2025-10-18T21:01:29.871000+00:00,9884,81,1271,17
2025-10-18T21:01:29.871000+00:00,9884,1,1271,18
2025-10-18T21:01:29.871000+00:00,9884,44,1271,5
2025-10-18T21:01:29.871000+00:00,9884,6,1271,6
2025-10-18T21:01:29.871000+00:00,9884,87,1271,7
2025-10-18T21:01:29.871000+00:00,9884,31,1271,8
2025-10-18T21:01:29.871000+00:00,9884,5,1271,9
2025-10-18T21:01:29.871000+00:00,9884,22,1271,10
2025-10-18T21:01:29.871000+00:00,9884,18,1271,11
2025-10-18T21:01:29.871000+00:00,9884,30,1271,12
2025-10-18T21:01:29.871000+00:00,9884,43,1271,13
2025-10-18T21:01:29.871000+00:00,9884,10,1271,14
2025-10-18T21:01:29.871000+00:00,9884,55,1271,15
2025-10-18T21:01:34.765000+00:00,9884,4,1271,17
2025-10-18T21:01:34.765000+00:00,9884,81,1271,18
2025-10-18T21:01:34.765000+00:00,9884,1,1271,19
2025-10-18T21:01:34.765000+00:00,9884,12,1271,20
2025-10-18T21:01:34.765000+00:00,9884,16,1271,16
2025-10-18T21:01:53.565000+00:00,9884,4,1271,1
2025-10-18T21:01:53.565000+00:00,9884,27,1271,2
2025-10-18T21:01:53.565000+00:00,9884,14,1271,3
2025-10-18T21:01:53.565000+00:00,9884,23,1271,4
2025-10-18T21:01:53.565000+00:00,9884,63,1271,5
2025-10-18T21:01:53.565000+00:00,9884,44,1271,6
2025-10-18T21:01:53.565000+00:00,9884,6,1271,7
2025-10-18T21:01:53.565000+00:00,9884,87,1271,8
2025-10-18T21:01:53.565000+00:00,9884,31,1271,9
2025-10-18T21:01:53.565000+00:00,9884,5,1271,10
2025-10-18T21:01:53.565000+00:00,9884,22,1271,11
2025-10-18T21:01:53.565000+00:00,9884,18,1271,12
2025-10-18T21:01:53.565000+00:00,9884,30,1271,13
2025-10-18T21:01:53.565000+00:00,9884,43,1271,14
2025-10-18T21:01:53.565000+00:00,9884,10,1271,15
2025-10-18T21:01:53.565000+00:00,9884,55,1271,16
2025-10-18T21:01:53.565000+00:00,9884,16,1271,17
2025-10-18T21:02:00.482000+00:00,9884,4,1271,2
2025-10-18T21:02:00.482000+00:00,9884,27,1271,3
2025-10-18T21:02:00.482000+00:00,9884,14,1271,4
2025-10-18T21:02:00.482000+00:00,9884,23,1271,5
2025-10-18T21:02:00.482000+00:00,9884,63,1271,6
2025-10-18T21:02:00.482000+00:00,9884,44,1271,7
2025-10-18T21:02:00.482000+00:00,9884,6,1271,8
2025-10-18T21:02:00.482000+00:00,9884,87,1271,9
2025-10-18T21:02:00.482000+00:00,9884,31,1271,1
2025-10-18T21:02:03.694000+00:00,9884,81,1271,4
2025-10-18T21:02:03.694000+00:00,9884,14,1271,5
2025-10-18T21:02:03.694000+00:00,9884,23,1271,6
2025-10-18T21:02:03.694000+00:00,9884,63,1271,7
2025-10-18T21:02:03.694000+00:00,9884,44,1271,8
2025-10-18T21:02:03.694000+00:00,9884,6,1271,9
2025-10-18T21:02:03.694000+00:00,9884,87,1271,10
2025-10-18T21:02:03.694000+00:00,9884,5,1271,11
2025-10-18T21:02:03.694000+00:00,9884,22,1271,12
2025-10-18T21:02:03.694000+00:00,9884,18,1271,13
2025-10-18T21:02:03.694000+00:00,9884,30,1271,14
2025-10-18T21:02:03.694000+00:00,9884,43,1271,15
2025-10-18T21:02:03.694000+00:00,9884,10,1271,16
2025-10-18T21:02:03.694000+00:00,9884,55,1271,17
2025-10-18T21:02:03.694000+00:00,9884,16,1271,18
2025-10-18T21:02:10.614000+00:00,9884,4,1271,3
2025-10-18T21:02:10.614000+00:00,9884,27,1271,4
2025-10-18T21:02:10.614000+00:00,9884,81,1271,5
2025-10-18T21:02:10.614000+00:00,9884,14,1271,6
2025-10-18T21:02:10.614000+00:00,9884,23,1271,7
2025-10-18T21:02:10.614000+00:00,9884,63,1271,8
2025-10-18T21:02:10.614000+00:00,9884,44,1271,9
2025-10-18T21:02:10.614000+00:00,9884,6,1271,10
2025-10-18T21:02:10.614000+00:00,9884,87,1271,11
2025-10-18T21:02:10.614000+00:00,9884,5,1271,12
2025-10-18T21:02:10.614000+00:00,9884,22,1271,13
2025-10-18T21:02:10.614000+00:00,9884,18,1271,14
2025-10-18T21:02:10.614000+00:00,9884,30,1271,15
2025-10-18T21:02:10.614000+00:00,9884,43,1271,16
2025-10-18T21:02:10.614000+00:00,9884,10,1271,2
2025-10-18T21:02:19.094000+00:00,9884,4,1271,4
2025-10-18T21:02:19.094000+00:00,9884,27,1271,5
2025-10-18T21:02:19.094000+00:00,9884,81,1271,6
2025-10-18T21:02:19.094000+00:00,9884,14,1271,7
2025-10-18T21:02:19.094000+00:00,9884,23,1271,8
2025-10-18T21:02:19.094000+00:00,9884,63,1271,9
2025-10-18T21:02:19.094000+00:00,9884,44,1271,10
2025-10-18T21:02:19.094000+00:00,9884,6,1271,11
2025-10-18T21:02:19.094000+00:00,9884,87,1271,12
2025-10-18T21:02:19.094000+00:00,9884,5,1271,13
2025-10-18T21:02:19.094000+00:00,9884,22,1271,14
2025-10-18T21:02:19.094000+00:00,9884,18,1271,15
2025-10-18T21:02:19.094000+00:00,9884,30,1271,16
2025-10-18T21:02:19.094000+00:00,9884,43,1271,2
2025-10-18T21:02:19.094000+00:00,9884,10,1271,3
2025-10-18T21:02:27.805000+00:00,9884,4,1271,5
2025-10-18T21:02:27.805000+00:00,9884,27,1271,6
2025-10-18T21:02:27.805000+00:00,9884,81,1271,7
2025-10-18T21:02:27.805000+00:00,9884,14,1271,8
2025-10-18T21:02:27.805000+00:00,9884,23,1271,9
2025-10-18T21:02:27.805000+00:00,9884,63,1271,10
2025-10-18T21:02:27.805000+00:00,9884,44,1271,11
2025-10-18T21:02:27.805000+00:00,9884,6,1271,1
2025-10-18T21:02:27.805000+00:00,9884,31,1271,2
2025-10-18T21:02:27.805000+00:00,9884,43,1271,3
2025-10-18T21:02:27.805000+00:00,9884,10,1271,4
2025-10-18T21:02:39.869000+00:00,9884,4,1271,6
2025-10-18T21:02:39.869000+00:00,9884,27,1271,7
2025-10-18T21:02:39.869000+00:00,9884,81,1271,8
2025-10-18T21:02:39.869000+00:00,9884,14,1271,9
2025-10-18T21:02:39.869000+00:00,9884,23,1271,10
2025-10-18T21:02:39.869000+00:00,9884,63,1271,11
2025-10-18T21:02:39.869000+00:00,9884,44,1271,12
2025-10-18T21:02:39.869000+00:00,9884,87,1271,13
2025-10-18T21:02:39.869000+00:00,9884,5,1271,14
2025-10-18T21:02:39.869000+00:00,9884,22,1271,15
2025-10-18T21:02:39.869000+00:00,9884,18,1271,16
2025-10-18T21:02:39.869000+00:00,9884,30,1271,3
2025-10-18T21:02:39.869000+00:00,9884,43,1271,4
2025-10-18T21:02:39.869000+00:00,9884,10,1271,5
2025-10-18T21:02:47.355000+00:00,9884,4,1271,7
2025-10-18T21:02:47.355000+00:00,9884,27,1271,1
2025-10-18T21:02:47.355000+00:00,9884,6,1271,2
2025-10-18T21:02:47.355000+00:00,9884,31,1271,3
2025-10-18T21:02:47.355000+00:00,9884,30,1271,4
2025-10-18T21:02:47.355000+00:00,9884,43,1271,5
2025-10-18T21:02:47.355000+00:00,9884,10,1271,6
2025-10-18T21:02:54.174000+00:00,9884,4,1271,8
2025-10-18T21:02:54.174000+00:00,9884,81,1271,9
2025-10-18T21:02:54.174000+00:00,9884,14,1271,10
2025-10-18T21:02:54.174000+00:00,9884,23,1271,11
2025-10-18T21:02:54.174000+00:00,9884,63,1271,12
2025-10-18T21:02:54.174000+00:00,9884,44,1271,13
2025-10-18T21:02:54.174000+00:00,9884,87,1271,3
2025-10-18T21:02:54.174000+00:00,9884,31,1271,4
2025-10-18T21:02:54.174000+00:00,9884,30,1271,5
2025-10-18T21:02:54.174000+00:00,9884,43,1271,6
2025-10-18T21:02:54.174000+00:00,9884,10,1271,7
2025-10-18T21:02:58.569000+00:00,9884,4,1271,9
2025-10-18T21:02:58.569000+00:00,9884,81,1271,10
2025-10-18T21:02:58.569000+00:00,9884,14,1271,2
2025-10-18T21:02:58.569000+00:00,9884,6,1271,3
2025-10-18T21:02:58.569000+00:00,9884,87,1271,4
2025-10-18T21:02:58.569000+00:00,9884,31,1271,5
2025-10-18T21:02:58.569000+00:00,9884,30,1271,6
2025-10-18T21:02:58.569000+00:00,9884,43,1271,7
2025-10-18T21:02:58.569000+00:00,9884,10,1271,8
2025-10-18T21:03:06.381000+00:00,9884,4,1271,10
2025-10-18T21:03:06.381000+00:00,9884,81,1271,11
2025-10-18T21:03:06.381000+00:00,9884,23,1271,12
2025-10-18T21:03:06.381000+00:00,9884,63,1271,13
2025-10-18T21:03:06.381000+00:00,9884,44,1271,14
2025-10-18T21:03:06.381000+00:00,9884,5,1271,6
2025-10-18T21:03:06.381000+00:00,9884,30,1271,7
2025-10-18T21:03:06.381000+00:00,9884,43,1271,8
2025-10-18T21:03:06.381000+00:00,9884,10,1271,9
2025-10-18T21:16:00.697000+00:00,9884,1,1271,20
2025-10-18T21:16:00.697000+00:00,9884,12,1271,17
2025-10-18T21:16:00.697000+00:00,9884,55,1271,18
2025-10-18T21:16:00.697000+00:00,9884,16,1271,19
2025-10-18T21:16:09.344000+00:00,9884,4,1271,11
2025-10-18T21:16:09.344000+00:00,9884,81,1271,12
2025-10-18T21:16:09.344000+00:00,9884,23,1271,3
2025-10-18T21:16:09.344000+00:00,9884,6,1271,4
2025-10-18T21:16:09.344000+00:00,9884,87,1271,5
2025-10-18T21:16:09.344000+00:00,9884,31,1271,6
2025-10-18T21:16:09.344000+00:00,9884,5,1271,7
2025-10-18T21:16:09.344000+00:00,9884,30,1271,8
2025-10-18T21:16:09.344000+00:00,9884,43,1271,9
2025-10-18T21:16:09.344000+00:00,9884,10,1271,10
2025-10-18T21:16:12.112000+00:00,9884,1,1271,13
2025-10-18T21:16:12.112000+00:00,9884,63,1271,14
2025-10-18T21:16:12.112000+00:00,9884,44,1271,15
2025-10-18T21:16:12.112000+00:00,9884,22,1271,16
2025-10-18T21:16:12.112000+00:00,9884,18,1271,17
2025-10-18T21:16:12.112000+00:00,9884,12,1271,18
2025-10-18T21:16:12.112000+00:00,9884,55,1271,19
2025-10-18T21:16:12.112000+00:00,9884,16,1271,20
2025-10-18T21:16:18.535000+00:00,9884,4,1271,12
2025-10-18T21:16:18.535000+00:00,9884,81,1271,13
2025-10-18T21:16:18.535000+00:00,9884,1,1271,14
2025-10-18T21:16:18.535000+00:00,9884,63,1271,15
2025-10-18T21:16:18.535000+00:00,9884,44,1271,16
2025-10-18T21:16:18.535000+00:00,9884,22,1271,17
2025-10-18T21:16:18.535000+00:00,9884,18,1271,18
2025-10-18T21:16:18.535000+00:00,9884,12,1271,19
2025-10-18T21:16:18.535000+00:00,9884,55,1271,11
2025-10-18T21:17:33.583000+00:00,9884,4,1271,13
2025-10-18T21:17:33.583000+00:00,9884,81,1271,14
2025-10-18T21:17:33.583000+00:00,9884,1,1271,15
2025-10-18T21:17:33.583000+00:00,9884,63,1271,16
2025-10-18T21:17:33.583000+00:00,9884,44,1271,17
2025-10-18T21:17:33.583000+00:00,9884,22,1271,18
2025-10-18T21:17:33.583000+00:00,9884,18,1271,8
2025-10-18T21:17:33.583000+00:00,9884,30,1271,9
2025-10-18T21:17:33.583000+00:00,9884,43,1271,10
2025-10-18T21:17:33.583000+00:00,9884,10,1271,11
2025-10-18T21:17:33.583000+00:00,9884,55,1271,12
2025-10-18T21:17:36.814000+00:00,9884,14,1271,3
2025-10-18T21:17:36.814000+00:00,9884,23,1271,4
2025-10-18T21:17:36.814000+00:00,9884,6,1271,5
2025-10-18T21:17:36.814000+00:00,9884,87,1271,6
2025-10-18T21:17:36.814000+00:00,9884,31,1271,7
2025-10-18T21:17:36.814000+00:00,9884,5,1271,2
2025-10-18T21:17:42.273000+00:00,9884,4,1271,14
2025-10-18T21:17:42.273000+00:00,9884,81,1271,15
2025-10-18T21:17:42.273000+00:00,9884,1,1271,16
2025-10-18T21:17:42.273000+00:00,9884,63,1271,5
2025-10-18T21:17:42.273000+00:00,9884,6,1271,6
2025-10-18T21:17:42.273000+00:00,9884,87,1271,7
2025-10-18T21:17:42.273000+00:00,9884,31,1271,8
2025-10-18T21:17:42.273000+00:00,9884,18,1271,9
2025-10-18T21:17:42.273000+00:00,9884,30,1271,10
2025-10-18T21:17:42.273000+00:00,9884,43,1271,11
2025-10-18T21:17:42.273000+00:00,9884,10,1271,12
2025-10-18T21:17:42.273000+00:00,9884,55,1271,13
2025-10-18T21:18:00.205000+00:00,9884,4,1271,15
2025-10-18T21:18:00.205000+00:00,9884,81,1271,16
2025-10-18T21:18:00.205000+00:00,9884,1,1271,17
2025-10-18T21:18:00.205000+00:00,9884,44,1271,18
2025-10-18T21:18:00.205000+00:00,9884,22,1271,19
2025-10-18T21:18:00.205000+00:00,9884,12,1271,13
2025-10-18T21:18:00.205000+00:00,9884,55,1271,14
2025-10-18T21:18:07.785000+00:00,9884,14,1271,4
2025-10-18T21:18:07.785000+00:00,9884,23,1271,5
2025-10-18T21:18:07.785000+00:00,9884,63,1271,6
2025-10-18T21:18:07.785000+00:00,9884,6,1271,7
2025-10-18T21:18:07.785000+00:00,9884,87,1271,2
2025-10-18T21:18:07.785000+00:00,9884,5,1271,3
2025-10-18T21:18:09.169000+00:00,9884,4,1271,16
2025-10-18T21:18:09.169000+00:00,9884,81,1271,17
2025-10-18T21:18:09.169000+00:00,9884,1,1271,5
2025-10-18T21:18:09.169000+00:00,9884,23,1271,6
2025-10-18T21:18:09.169000+00:00,9884,63,1271,7
2025-10-18T21:18:09.169000+00:00,9884,6,1271,8
2025-10-18T21:18:09.169000+00:00,9884,31,1271,9
2025-10-18T21:18:09.169000+00:00,9884,18,1271,10
2025-10-18T21:18:09.169000+00:00,9884,30,1271,11
2025-10-18T21:18:09.169000+00:00,9884,43,1271,12
2025-10-18T21:18:09.169000+00:00,9884,10,1271,13
2025-10-18T21:18:09.169000+00:00,9884,12,1271,14
2025-10-18T21:18:09.169000+00:00,9884,55,1271,15
2025-10-18T21:18:23.171000+00:00,9884,14,1271,5
2025-10-18T21:18:23.171000+00:00,9884,1,1271,6
2025-10-18T21:18:23.171000+00:00,9884,23,1271,7
2025-10-18T21:18:23.171000+00:00,9884,63,1271,8
2025-10-18T21:18:23.171000+00:00,9884,6,1271,9
2025-10-18T21:18:23.171000+00:00,9884,31,1271,3
2025-10-18T21:18:23.171000+00:00,9884,5,1271,4
2025-10-18T21:18:25.713000+00:00,9884,4,1271,17
2025-10-18T21:18:25.713000+00:00,9884,81,1271,18
2025-10-18T21:18:25.713000+00:00,9884,44,1271,19
2025-10-18T21:18:25.713000+00:00,9884,22,1271,20
2025-10-18T21:18:25.713000+00:00,9884,16,1271,16
2025-10-18T21:18:34.957000+00:00,9884,27,1271,2
2025-10-18T21:18:34.957000+00:00,9884,14,1271,6
2025-10-18T21:18:34.957000+00:00,9884,1,1271,7
2025-10-18T21:18:34.957000+00:00,9884,23,1271,8
2025-10-18T21:18:34.957000+00:00,9884,63,1271,9
2025-10-18T21:18:34.957000+00:00,9884,6,1271,10
